class,id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at
bot,558652897,ダイエットの名言,_diet_meigen_,35841,128667,0,1642,0,https://t.co/p4h67KexyL,,,,False,False,False,http://pbs.twimg.com/profile_images/835780175660900352/Pn235Mfz_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/835780175660900352/Pn235Mfz_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,000000,1B95E0,,False,False,False,False,False,"ダイエットの成功を目指す、あなたモチベーションを上げ続けるためのアカウントです。 
LINEでダイエットサポートのアカウント「ダイエットトレーナー」も展開しているので、登録してみてください。 #LINEでダイエット",False,False,2012-04-20 13:49:25
bot,69675579,A1Arte.com,a1arte,188235,114346,22,9,542,https://t.co/Oslmj6svi3,,,,False,False,False,http://pbs.twimg.com/profile_images/378800000568408103/8bda394761cc0d634891fba3309ebab1_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/378800000568408103/8bda394761cc0d634891fba3309ebab1_normal.png,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,False,False,False,False,False,"Tweets de Tecnologia y Social Media.  En https://t.co/h6dwyd2SPi nos especializamos en diseño web, social media y marketing digital.",False,False,2009-08-28 19:43:46
bot,863262342,محمد بن سليمان,a371771,116032,14490,10753,5699,3,,,,,True,False,True,http://pbs.twimg.com/profile_images/1017045789145788418/cowv9wHg_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1017045789145788418/cowv9wHg_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,True,False,False,,False,False,2012-10-05 15:54:13
bot,4223529927,أحمد الفجر,a_alfajr,5337,17448,496,174,3,,,,(KSA)الفقير إلى عفو ربه,True,False,True,http://pbs.twimg.com/profile_images/1128382918651518976/6qrPSHPq_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1128382918651518976/6qrPSHPq_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,مهتم بالأوقاف والقطاع الثالث... * أنتَ عابرٌ على الدنيا، فكن ذا أثرٍ جميل ..*,False,False,2015-11-19 04:24:31
bot,847113145,أحمد ❄,aalghatreef,67782,86425,85706,4938,3,,,,,False,False,False,http://pbs.twimg.com/profile_images/889152307325284354/RzXgZX61_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/889152307325284354/RzXgZX61_normal.jpg,000000,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,131516,009999,,False,False,False,False,False,‏الهزيمة للشجعان  ، فالجبناء لا يخوضون المعارك,False,False,2012-09-26 09:50:23
bot,834228127,بندرالسياليbandr331,abab1115,35841,101801,115491,7572,31,,,,بندرالسيالي,False,False,True,http://pbs.twimg.com/profile_images/880148922139803648/LC0tIVau_normal.jpg,True,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/880148922139803648/LC0tIVau_normal.jpg,FFFFFF,True,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,FF691F,,False,False,False,False,False,💫اللهم احسن خاتمي💫,False,False,2012-09-19 22:07:33
bot,169696352,عبدالمجيد اليحيى,abdalmaged,792140,140301,127936,1030,184,,,,الرياض المملكة العربيةالسعودية,False,False,True,http://pbs.twimg.com/profile_images/1340595719254761473/gIi4xNVq_normal.jpg,False,https://abs.twimg.com/images/themes/theme5/bg.gif,000000,https://pbs.twimg.com/profile_images/1340595719254761473/gIi4xNVq_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,000000,3B94D9,,False,False,False,False,False,أحبك أكبر من مدى الكلمه........................ #اعجاباتي = #شعري #خواطري Eتربوي,False,False,2010-07-22 23:32:06
bot,1604654779,.. ♎️,abdullah828282,186363,91801,76968,1200,41,,,,Dammam,True,False,False,http://pbs.twimg.com/profile_images/1274451708819787776/DPiJmMeW_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1274451708819787776/DPiJmMeW_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,ثق بالله دائماً وأبداً ..,False,False,2013-07-19 00:02:08
bot,162929585,عبدالله ع الدبيسي الجهني,aboban9,327557,55887,79276,14273,71,https://t.co/ZpRMh1jut4,,,,False,False,False,http://pbs.twimg.com/profile_images/1144624029506179072/cRrTFqUl_normal.jpg,False,https://abs.twimg.com/images/themes/theme16/bg.gif,333333,https://pbs.twimg.com/profile_images/1144624029506179072/cRrTFqUl_normal.jpg,FFFFFF,True,DDEEF6,http://abs.twimg.com/images/themes/theme16/bg.gif,9AE4E8,94D487,,False,False,False,False,False,لاإِلهَ إِلَّا أَنْتَ سبحانك أني كنت من الظالمين.,False,False,2010-07-05 02:52:48
bot,2824210848,About ART Magazin,aboutARTmagazin,144001,218319,240219,30557,1016,,,,Austria,True,False,False,http://pbs.twimg.com/profile_images/513686976805892096/kcDYbTjd_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/513686976805892096/kcDYbTjd_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"About #ART #Magazin - is #artmagazin for and about #art #collectors, #artists, #galleries, art #fairs, #museums. Be our friends. We #followback all our friends",False,False,2014-09-21 13:15:50
bot,2278667285,ابو عبدالله,abuabdullah1970,71505,81615,78234,258,11,,,,,False,False,False,http://pbs.twimg.com/profile_images/822192200117354496/rumDVPOv_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/822192200117354496/rumDVPOv_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,000000,0084B4,,False,False,False,False,False,"‏وإن دعاك الشوق لاتخجل تعال 
أبرك الساعات واغلى من يجى .",False,False,2014-01-13 08:39:41
bot,907152121,اجمل الابيات,abyats,125846,92112,57686,56,107,,,,وطن النهار Q8,True,False,False,http://pbs.twimg.com/profile_images/2768966423/e075f272f96f25639f5269c000f3ca12_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/2768966423/e075f272f96f25639f5269c000f3ca12_normal.png,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,أجمع لكم هنااا كل ماهو جميل .. وأعمل رتويت للأبيات الرائعه .. تضيفني اضيفك .. تحذفني الله يعز برنامج unfollow تلقائي راح يحذفك,False,False,2012-10-27 01:40:03
bot,619465123,Actualisimo,actualisimo,221593,95032,30,132,240,,,,Latinoamerica,True,False,False,http://pbs.twimg.com/profile_images/591823177929621504/XFdKriNO_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/591823177929621504/XFdKriNO_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"Cubrimos lo que es noticia en América y el resto del mundo. Mantente actual, mantente actualisimo.",False,False,2012-06-26 22:08:39
bot,20731304,adafruit industries,adafruit,129416,178420,1929,8868,4521,https://t.co/SfAgAbf6Y8,,,"New York, NY - USA",False,False,True,http://pbs.twimg.com/profile_images/1349359972228984836/Wt9x9xSk_normal.jpg,True,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/1349359972228984836/Wt9x9xSk_normal.jpg,FFFFFF,True,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,,False,False,False,True,False,"USA Manufacturer, open-source hardware, certified Minority and Woman-owned Business Enterprise (M/WBE).",False,False,2009-02-12 23:26:36
bot,413482537,Ingrid Macher,adelgaza20,30311,109942,395,4244,0,http://t.co/ETHGHDNRxO,,,"Miami, FL",False,False,True,http://pbs.twimg.com/profile_images/912400504289943552/8hXNIQau_normal.jpg,True,https://abs.twimg.com/images/themes/theme9/bg.gif,666666,https://pbs.twimg.com/profile_images/912400504289943552/8hXNIQau_normal.jpg,181A1E,False,FFBF00,http://abs.twimg.com/images/themes/theme9/bg.gif,000000,E0568B,,False,False,False,False,False,Bajar de peso en una semana! Aprieta aquí para obtener gratis mi dieta para adelgazar en 5 Días - http://t.co/ltRDnjyrTN,False,False,2011-11-15 23:05:57
bot,148360487,Marco A. Díaz Pina,adiazpi,468181,86256,95251,221726,364,https://t.co/bgoNEybyYg,,,"México, D. F. ",False,False,False,http://pbs.twimg.com/profile_images/1282395808067878915/xQo-N-ai_normal.jpg,True,https://abs.twimg.com/images/themes/theme19/bg.gif,333333,https://pbs.twimg.com/profile_images/1282395808067878915/xQo-N-ai_normal.jpg,FFFFFF,True,F6FFD1,http://abs.twimg.com/images/themes/theme19/bg.gif,FFF04D,0099CC,,False,False,False,False,False,"Doctor en Derecho UNAM, Lic. en Derecho UJED, Periodista, Escritor, Académico Investigador SCES, Abogado, Expresidente Rotario. Sigo a quien me siga (no trolls)",False,False,2010-05-26 14:13:14
bot,569704121,相互フォロー （リフォロー）1000％,adstwi,392913,110698,90418,4,255,https://t.co/AdcvnB0KOw,,,,False,False,False,http://pbs.twimg.com/profile_images/877399543091834880/gQwo6raU_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/877399543091834880/gQwo6raU_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,000000,,False,False,False,False,False,リフォロー100％ | 100% follow back. |  #相互フォロー #followme #followback #teamfollowback #autofollow #followme #followmejp #refollow #refollowjp #相互 #リフォロー #フォロワー,False,False,2012-05-03 05:20:08
bot,21271500,Advertising Week,advertisingweek,74134,122003,12967,5603,3615,https://t.co/aFIAqyVlEJ,,,"NYC, London, Tokyo, Mexico, Sydney, Johannesburg",False,False,True,http://pbs.twimg.com/profile_images/1145696571167780865/Qa0pbNDm_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/1145696571167780865/Qa0pbNDm_normal.png,000000,False,C5C5C5,http://abs.twimg.com/images/themes/theme1/bg.png,000000,DD2E44,,False,False,False,False,False,"The world's foremost curator of advertising, marketing, and technology content since 2004.",False,False,2009-02-19 03:20:58
bot,767184145,صحيفة أضواء الوطن,adwaalwatan,146317,125464,7,243,62,https://t.co/OXYNJwwtSy,,,"الرياض, السعودية",False,False,False,http://pbs.twimg.com/profile_images/1138946803032907776/VQcfPKFA_normal.png,True,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/1138946803032907776/VQcfPKFA_normal.png,FFFFFF,True,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,C6E2EE,1F98C7,,False,False,False,False,False,"‏‏‏‏صحيفة أضواء الوطن | صحيفة مرخصة من قبل وزارة الإعلام |  للتواصل مع رئيس التحرير ‎‎‎‎@basheersaad | للتواصل معنا 
info@adwaalwatan.com",False,False,2012-08-19 08:18:42
bot,106098830,Al Fabbiano,afabbiano,134056,87914,84250,6,703,http://t.co/0MFdxCshyi,,,Chicago & National Mortgages,True,False,False,http://pbs.twimg.com/profile_images/1551525554/Untitled_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1551525554/Untitled_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,Al's commitment & integrity has earned a following of past clients & referral partners....Home Mortgages since 1999.....A Servant of God....847-338-3554,False,False,2010-01-18 14:03:26
bot,174369819,AfterBuzz TV,afterbuzztv,71240,39767,4556,15524,0,https://t.co/4oxVDzHK2m,,,"Hollywood, CA",False,False,True,http://pbs.twimg.com/profile_images/1268362824499118081/c6tk9XLF_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,C20000,https://pbs.twimg.com/profile_images/1268362824499118081/c6tk9XLF_normal.jpg,FFFFFF,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,000000,DEAA00,,False,False,False,True,False,"The ESPN of TV Talk•Created by @MariaMenounos & @Undergaro with a vision to serve TV super-fans anytime, anywhere•Sister Networks: @bhlonline & @thepopcorntalk!",False,False,2010-08-03 19:28:48
bot,793998876,agendaentacones,agendaentacones,76416,123516,257,422,246,https://t.co/YFuxjMWbRo,,,,False,False,False,http://pbs.twimg.com/profile_images/1082740149522452480/ufjTgOY9_normal.jpg,True,https://abs.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://pbs.twimg.com/profile_images/1082740149522452480/ufjTgOY9_normal.jpg,FFFFFF,True,FFF7CC,http://abs.twimg.com/images/themes/theme12/bg.gif,BADFCD,E81C4F,,False,False,False,True,False,Con  @flavia2santos y @manucardonaroja,False,False,2012-08-31 14:39:12
bot,2235027028,شبكة اغنام ستي,aghnamcity,9194,72516,44403,29,0,http://t.co/AmyCrSUC7E,,,( مفهوم آخر للهواية ) ,True,False,False,http://pbs.twimg.com/profile_images/425096046331846656/JMWKMkUx_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/425096046331846656/JMWKMkUx_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,عروض بيع وشراء لجميع انواع الحلال، تقارير حصرية لكبار المربيين، مواقع خاصة لكبار الشخصيات، عيادات بيطرية، أعلاف (برسيم، ذره، تبن) بشدود جوندير وولقر حصرية،،,False,False,2013-12-20 16:58:54
bot,483579235,起業・副業を応援！BizMatch,aimotweet,64777,91836,73003,5086,224,https://t.co/4OIqaVBZxr,,,TOKYO,False,False,False,http://pbs.twimg.com/profile_images/666483595221995520/Lh8yekPi_normal.png,False,https://abs.twimg.com/images/themes/theme16/bg.gif,000000,https://pbs.twimg.com/profile_images/666483595221995520/Lh8yekPi_normal.png,000000,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,000000,0084B4,,False,False,False,False,False,起業・副業を応援するビジネス団体BizMatchの公式アカウントです。起業や経営についての最新情報を気ままにつぶやきます。起業・副業に興味のある方はフォローお願いします（○´Δ｀人）,False,False,2012-02-05 05:17:49
bot,465521654,あかり大好きbot(運用終了),akari_daisuki,224319,83240,68680,5,0,https://t.co/djvEglD3WV,,,,False,False,False,http://pbs.twimg.com/profile_images/1175063547513950210/pO1XE8oa_normal.jpg,True,https://abs.twimg.com/images/themes/theme17/bg.gif,333333,https://pbs.twimg.com/profile_images/1175063547513950210/pO1XE8oa_normal.jpg,DBE9ED,False,E6F6F9,http://abs.twimg.com/images/themes/theme17/bg.gif,FFFFFF,E81C4F,,False,False,False,False,False,「わぁい○○ あかり○○大好き」をひたすらツイートする非公式botでした。,False,False,2012-01-16 12:59:33
bot,811563716,MERYEM AKAR,akarmeryem,8562,45831,52,9573,0,https://t.co/WNNX40pQhO,,,"İstanbul, Türkiye",False,False,False,http://pbs.twimg.com/profile_images/1275120688270061568/0_Fz8gG4_normal.jpg,True,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/1275120688270061568/0_Fz8gG4_normal.jpg,FFFFFF,True,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,3B94D9,,False,False,False,False,False,Actress • International DJ • Radyo Programcısı • Dialog Yaşam Akademisi Sunuculuk & Spikerlik Mezunu,False,False,2012-09-08 19:35:59
bot,1238305681,Aku Cuma Tanya,akucumaTANYA,110602,36028,33,0,4,http://t.co/vjXlAQNqqi,,,Di Hatimu,False,False,False,http://pbs.twimg.com/profile_images/440500316862050305/bhUiOoXq_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/440500316862050305/bhUiOoXq_normal.jpeg,FFFFFF,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,False,False,False,False,False,Sekedar Bertanya. kirim pertanyaan kamu dengan format: @akucumaTANYA isi pertanyaan kamu (@usernamekm) #act,False,False,2013-03-03 08:15:19
bot,1694047861,انعزال,A__B__S__50,57814,80815,34717,2686,50,https://t.co/aRamtKsudn,,,المدينة المنورة,True,False,True,http://pbs.twimg.com/profile_images/1348232905068335104/qIw2Ez8e_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1348232905068335104/qIw2Ez8e_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,كلَ شَخصْ نَاجحْ لَديہّ قِصّہْ مُؤلمَہْ وَ كلَ قِصّہْ مُؤلِمَہْ لهَا نهَايہْ نآجحَہّ تَقبَلوُا ﺎلألمْ ، وَ ﺎسّتعِدوُا لِلنجَاحْ,False,False,2013-08-23 14:40:45
bot,278561826,عبدالرحمن البدر,albader900,1251,94494,285,525,101,,,,Riyadh,True,False,False,http://pbs.twimg.com/profile_images/945573088405704706/vzkSx20m_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/945573088405704706/vzkSx20m_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"صانع محتوى مرئي🎬📝 , VO🎙",False,False,2011-04-07 14:31:24
bot,2363967920,صحيفة البلد السعودية,albaladsa,43774,98843,16,208,57,,,,,False,False,False,http://pbs.twimg.com/profile_images/839802006319542272/XPiUD8B6_normal.jpg,True,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/839802006319542272/XPiUD8B6_normal.jpg,FFFFFF,False,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,090661,519CED,,False,False,False,False,False,صحيفة البلد السعودية اجتماعية رياضية .. عصرية بمذاق مختلف .. كن معنا 0540410142 https://t.co/g7rtXtQI2s للتواصل تجدون نجومنا ضمن قائمة المتابعة,False,False,2014-02-27 10:24:18
bot,332710234,DR mahmoud osman,albedya_editor,141178,34472,213,721,18,https://t.co/jHzRQBCn2m,,,المنصوره مصر,False,False,True,http://pbs.twimg.com/profile_images/1203962523600539648/AzsNtEcD_normal.jpg,True,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/1203962523600539648/AzsNtEcD_normal.jpg,FFFFFF,False,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,0C8505,,False,False,False,False,False,‏جراح التجميل والحروق والتشوهات والعيوب الخلقيه,False,False,2011-07-10 08:46:00
bot,3306286357,Letters of Shai.,lettersofshai,238,110985,10,135,50,https://t.co/Qm5ZK8NKCq,,,,False,False,False,http://pbs.twimg.com/profile_images/1291294628235206656/ZO_IbHFN_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/1291294628235206656/ZO_IbHFN_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,000000,F5ABB5,,False,False,False,False,False,Facebook : https://t.co/k1MwVEA593,False,False,2015-08-04 17:38:06
bot,14223809,Дмитрий Петрович Алешковский,aleshru,134308,92136,2939,2246,705,https://t.co/iKD9h70PdS,,,"Москва, Россия",False,False,True,http://pbs.twimg.com/profile_images/463638525737324545/DWB_slSg_normal.jpeg,False,https://abs.twimg.com/images/themes/theme14/bg.gif,000000,https://pbs.twimg.com/profile_images/463638525737324545/DWB_slSg_normal.jpeg,000000,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,000000,ABB8C2,,False,False,False,False,False,"co-founder @nuzhnapomosh charity foundation, co-founder @takiedelaru media for social good",False,False,2008-03-26 07:50:03
bot,409932674,مواطن سعودي 💪🇸🇦,alfirm_mohesn,12644,87878,45,9978,142,,,,الريآض,False,False,False,http://pbs.twimg.com/profile_images/1284149808467521536/L37KoBRG_normal.jpg,True,https://abs.twimg.com/images/themes/theme9/bg.gif,666666,https://pbs.twimg.com/profile_images/1284149808467521536/L37KoBRG_normal.jpg,181A1E,False,252429,http://abs.twimg.com/images/themes/theme9/bg.gif,1A1B1F,ED2F39,,False,False,True,False,False,,False,False,2011-11-11 12:17:44
bot,32451329,Alfredo Vela Zancada,alfredovela,647629,166117,148454,13423,6804,https://t.co/EvlM5UVLk3,,,Valladolid,False,False,True,http://pbs.twimg.com/profile_images/1323900848305561601/IRR88I-u_normal.jpg,False,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/1323900848305561601/IRR88I-u_normal.jpg,FFFFFF,False,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,ABB8C2,1B95E0,,False,False,False,False,False,Marketing ▪ Formación ▪ Conferencias ▪ Contenidos ▪ Infografías ▪ Orientación Laboral ▪ RRSS ▪ Eventos Digitales ▪ #MarcaPersonal ▪ #ForbesBestInfluencers,False,False,2009-04-17 15:40:51
bot,437622456,لاتحزن.ان الله معنا,algahtani0505,77125,85690,0,788,26,,,,فوق الارض تحت السماء,True,False,True,http://pbs.twimg.com/profile_images/3704113268/cb0644472ace26a9aaee4e3a3ad2c491_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/3704113268/cb0644472ace26a9aaee4e3a3ad2c491_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"اذا كنت ذا رايٍ فكن ذا عزيمةً. فإن فساد 

الراي ان تترددا.",False,False,2011-12-15 16:52:55
bot,1336196760,قبيلة عتيبة(الهيلا١),alhila_1,54338,62877,18412,8,31,,,,#عتيبة الهيلا,True,False,False,http://pbs.twimg.com/profile_images/994639121741176833/suZ2gNlV_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/994639121741176833/suZ2gNlV_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,الحساب الاول لقبيلة عتيبة على تويتر,False,False,2013-04-08 09:48:29
bot,386707036,آخر الرجال المحترمين,almalqam,66884,134270,928,1736,510,,,,السعوديه,False,False,False,http://pbs.twimg.com/profile_images/750184930617864192/WFeTh42I_normal.jpg,True,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/750184930617864192/WFeTh42I_normal.jpg,000000,False,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,,False,False,False,False,False,(حَقِيقٌ عَلَىٰ أَن لَّا أَقُولَ عَلَى اللَّهِ إِلَّا الْحَقَّ )  ..كما آمل عدم ارسال رسالة الا في حال رغبت في تنبيهي أن جيش العدو على بعد نصف ساعة من الرياض,False,False,2011-10-07 19:08:18
bot,37372338,Everardo Herrera,alpiedeldeporte,226102,126530,575,484,333,http://t.co/MnWG9CtS0s,,,Costa Rica,False,False,True,http://pbs.twimg.com/profile_images/1300639867613966336/pE87mQ8i_normal.jpg,True,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/1300639867613966336/pE87mQ8i_normal.jpg,A8C7F7,False,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,022330,0084B4,,False,False,False,False,False,"El sitio del fútbol de  Costa Rica y lo mejor del fútbol mundial. Además notas entretenidas para aprender y relajarse.

https://t.co/iZtDgaydPp",False,False,2009-05-03 05:30:50
bot,327794846,صالون عهود للتزيين النسائي,alrmoanci,331338,71509,46831,747,272,,,,الرياض,False,False,True,http://pbs.twimg.com/profile_images/1196334700316504064/0qTcjW7y_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1196334700316504064/0qTcjW7y_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,False,False,False,False,False,صفحه الانستقرام https://t.co/FlPqc8mRiw اللوكيشن https://t.co/Mb5RNJmmVY,False,False,2011-07-02 04:56:51
bot,227296786,Seera | سيرا‎,Seera,36935,237703,21,101,350,https://t.co/99KZB4kly3,,,Saudi Arabia,False,False,True,http://pbs.twimg.com/profile_images/1126037128016801792/LSGrFrvM_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1126037128016801792/LSGrFrvM_normal.png,FFFFFF,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,E81C4F,,False,False,False,True,False,"Imagine where travel could take us | تخيل أين يمكن أن تحلّق بك أجنحة السفر
@elaa_travel, @Almosafertravel, @tajawal, @Lumirentalco, #DiscoverSaudi,  #Mawasim",False,False,2010-12-16 13:18:12
bot,240889813,ANIME SEIYU,animeseiyu,112101,126726,0,45,2186,,,,Maihama Server,False,False,False,http://pbs.twimg.com/profile_images/822107764889505793/Nvtjx1P-_normal.jpg,True,https://abs.twimg.com/images/themes/theme16/bg.gif,000000,https://pbs.twimg.com/profile_images/822107764889505793/Nvtjx1P-_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,9AE4E8,0084B4,,False,False,False,False,False,"The Latest News in  Anime(Animation) and Seiyu(Voice Actor) from Japan
Partner of Amazon Associates Program",False,False,2011-01-21 00:05:22
bot,826754628,شبكة عقارات المملكة,aqrksa,35025,116850,4281,687,80,https://t.co/N8z0hxCIv1,,,,False,False,False,http://pbs.twimg.com/profile_images/1296094510267727872/FW2Yt5Lb_normal.jpg,False,https://abs.twimg.com/images/themes/theme4/bg.gif,000000,https://pbs.twimg.com/profile_images/1296094510267727872/FW2Yt5Lb_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme4/bg.gif,000000,19CF86,,False,False,False,False,False,‏للشركات والمكاتب العقارية ‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏نقدم لكم خدمة تسويقية واعلانية كامله للتواصل معنا اتصال 0509836335 واتس اب 0502713451,False,False,2012-09-16 08:39:00
